ip,query,malware_name,tag,port,country,org,isp,hostnames,first_seen,last_seen,projectlabel
8.156.64.248,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",50050,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
111.173.118.193,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",50050,China,CHINANET HUBEI PROVINCE NETWORK,China Telecom,,2025-02-14,2025-02-14,CTI-IOA
8.218.47.102,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",50050,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
36.137.91.198,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",50050,China,China Mobile Communications Corporation,"China Mobile Communications Group Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
121.43.110.28,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",50050,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
172.212.166.30,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Microsoft Limited,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
101.35.235.124,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",4444,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
1.94.63.197,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",4444,China,"Beijing Teletron Telecom Engineering Co., Ltd.",Huawei Cloud Service data center,ecs-1-94-63-197.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
101.43.42.134,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
43.134.58.195,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
121.43.131.0,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8888,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
150.158.37.254,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8888,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
47.100.168.4,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8888,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
121.41.89.22,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
44.193.202.139,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Amazon Data Services NoVa,"Amazon.com, Inc.",ec2-44-193-202-139.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
112.124.63.184,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.121.141.245,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
82.156.108.180,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
103.243.25.70,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",6666,Hong Kong,HongKong Virtual Internal Server Company Limited,Overcasts Limited,,2025-02-14,2025-02-14,CTI-IOA
116.198.229.197,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",6666,China,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CHINATELECOM Jiangsu Suqian IDC network,,2025-02-14,2025-02-14,CTI-IOA
18.162.96.155,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,Hong Kong,Amazon Data Services Hong Kong,"Amazon.com, Inc.","ec2-18-162-96-155.ap-east-1.compute.amazonaws.com, mfmni.shop",2025-02-14,2025-02-14,CTI-IOA
8.130.24.191,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
124.71.137.28,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-124-71-137-28.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
121.40.112.176,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8087,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
117.72.39.83,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch,,2025-02-14,2025-02-14,CTI-IOA
124.156.193.181,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8443,Singapore,Asia Pacific Network Information Centre,"Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
159.203.176.184,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
100.25.52.104,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Amazon Data Services NoVa,"Amazon.com, Inc.",bimnall.com,2025-02-14,2025-02-14,CTI-IOA
47.98.134.252,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",7443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",resource-shanghai6.oss-cn-shanghai.aliyuncs.com,2025-02-14,2025-02-14,CTI-IOA
34.41.14.254,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Google LLC,Google LLC,"254.14.41.34.bc.googleusercontent.com, 24-692.wpsconnect.org",2025-02-14,2025-02-14,CTI-IOA
34.55.187.149,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Google LLC,Google LLC,"149.187.55.34.bc.googleusercontent.com, sex666vr.com",2025-02-14,2025-02-14,CTI-IOA
101.42.238.250,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
154.205.157.23,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Lightnode Limited,Kaopu Cloud HK Limited,,2025-02-14,2025-02-14,CTI-IOA
47.93.243.161,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
192.3.0.100,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,HostPapa,HostPapa,192-3-0-100-host.colocrossing.com,2025-02-14,2025-02-14,CTI-IOA
154.44.28.49,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,Hong Kong,NetLab,NetLab Global,,2025-02-14,2025-02-14,CTI-IOA
43.139.50.42,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
67.205.131.83,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
98.84.63.214,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,United States,Amazon Data Services NoVa,"Amazon.com, Inc.","pritryl.com, kerrerf.com",2025-02-14,2025-02-14,CTI-IOA
39.107.136.241,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",5555,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
120.24.64.74,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
152.67.212.187,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,"Korea, Republic of",Oracle Public Cloud,Oracle Corporation,,2025-02-14,2025-02-14,CTI-IOA
101.133.156.69,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",7001,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
45.144.136.169,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
47.94.179.9,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",4444,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
101.43.16.149,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
112.74.184.37,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",9999,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
113.44.67.52,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",9443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-113-44-67-52.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
1.92.100.58,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",9998,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-1-92-100-58.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
124.222.15.63,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
101.34.82.117,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",9443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
113.44.90.0,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-113-44-90-0.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
8.149.128.131,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",3001,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
118.25.91.151,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
47.236.244.191,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Singapore,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
62.234.57.48,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",83,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
123.57.175.239,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
101.43.2.116,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
116.196.95.100,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.","IDC, China Telecommunications Corporation",,2025-02-14,2025-02-14,CTI-IOA
120.46.28.4,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8889,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-120-46-28-4.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
8.148.6.140,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
43.245.198.185,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Singapore,IPTELECOM Singapore Network,IPTELECOM Global,,2025-02-14,2025-02-14,CTI-IOA
124.223.200.131,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
20.254.98.64,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,United Kingdom,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
47.120.60.201,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.109.137.82,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.76.249.169,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Hong Kong,Alibaba Cloud - HK,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.115.54.19,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
101.200.38.121,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
202.162.99.38,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Hong Kong,CTG Server Ltd.,CTG Server Limited,,2025-02-14,2025-02-14,CTI-IOA
8.210.201.45,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,Hong Kong,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
121.4.36.95,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
82.153.79.9,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,United Kingdom,GCI Network Solutions Limited,Sochan Serafino trading as AstralHost,,2025-02-14,2025-02-14,CTI-IOA
111.230.25.167,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
106.14.126.40,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
117.50.190.56,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,Shanghai UCloud Information Technology Company Limited,"IDC, China Telecommunications Corporation","fwkhxgz.cn, fqcbank.com, cdrsj.cn",2025-02-14,2025-02-14,CTI-IOA
47.120.25.38,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
106.14.213.29,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.113.107.52,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8099,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
43.143.114.43,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8099,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
60.188.59.126,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8099,China,CHINANET-ZJ Taizhou node network,CT-HangZhou-IDC,,2025-02-14,2025-02-14,CTI-IOA
120.24.38.217,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",4433,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
122.51.75.246,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",666,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
45.144.136.36,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",1099,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
47.109.178.54,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",9999,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.109.90.134,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",88,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
116.205.98.214,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-116-205-98-214.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
8.138.27.20,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
43.163.116.82,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,Singapore,ACEVILLE PTE.LTD.,"Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
110.41.164.39,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-110-41-164-39.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
8.152.6.86,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
49.234.38.224,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
47.83.218.121,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",81,Hong Kong,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
101.36.117.41,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8081,Hong Kong,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,2025-02-14,2025-02-14,CTI-IOA
39.100.64.169,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8081,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
154.9.254.157,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8081,United States,NetLab,NetLab Global,,2025-02-14,2025-02-14,CTI-IOA
150.158.89.168,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",55443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
119.23.208.137,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",60001,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
165.154.244.73,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8443,Hong Kong,Scloud Pte Ltd t/a Scloud Pte Ltd,Scloud Pte Ltd,,2025-02-14,2025-02-14,CTI-IOA
43.246.208.199,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,Hong Kong,Hong Kong San Ai Net Int'l Limited,TOPWAY GLOBAL LIMITED,,2025-02-14,2025-02-14,CTI-IOA
8.141.166.236,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",10001,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.92.166.33,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",6666,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
47.94.43.210,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
43.133.239.91,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,"Korea, Republic of","Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
148.135.120.139,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8080,United States,Brander Group Inc.,MULTACOM CORPORATION,host-198-148-102-203-by.multacom.com,2025-02-14,2025-02-14,CTI-IOA
8.130.132.210,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",7777,China,Aliyun Computing Co.LTD,"Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
121.36.93.103,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,ecs-121-36-93-103.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
212.192.15.218,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8443,Hong Kong,Baxet Group Inc.,Baxet Group Inc.,"date.511api.com, 511api.com",2025-02-14,2025-02-14,CTI-IOA
121.40.55.28,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
142.171.234.248,product:'Cobalt Strike Beacon',Cobalt Strike C2_3,"IOA,Lab,Monty",8443,United States,MULTACOM CORPORATION,MULTACOM CORPORATION,evokvm.eu.org,2025-02-14,2025-02-14,CTI-IOA
